,name,Country,UB_mean_score,UB_std,UB_count,UB_D_mean_score,UB_D_std,UB_E_mean_score,UB_E_std,UB_rank,BB_mean_score,BB_std,BB_count,BB_D_mean_score,BB_D_std,BB_E_mean_score,BB_E_std,BB_rank,FX_mean_score,FX_std,FX_count,FX_D_mean_score,FX_D_std,FX_E_mean_score,FX_E_std,FX_rank,VT_mean_score,VT_std,VT_count,VT_D_mean_score,VT_D_std,VT_E_mean_score,VT_E_std,VT_rank,all_scores_std,Standardized_Score_Sum,Total_Appearances,apparatus_participated,mean_score_of_all
245,EMMA ROSS,AUS,9.23,0.0,1.0,2.7,0.0,6.53,0.0,592.0,11.38,1.06,2.0,4.55,0.07,6.83,0.99,324.0,12.47,0.3,3.0,4.97,0.06,7.7,0.19,156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.36,33.08,6.0,3,11.57
682,SOFIA CASELLA,CHI,11.07,0.0,1.0,3.8,0.0,7.27,0.0,396.0,10.93,0.0,1.0,4.5,0.0,6.43,0.0,424.0,10.97,0.0,1.0,4.4,0.0,6.97,0.0,548.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,32.97,3.0,3,10.99
378,KATYNA KAMILA ALICEA CARDONA,PUR,10.4,0.0,1.0,4.1,0.0,6.3,0.0,482.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.27,0.05,2.0,4.05,0.07,7.27,0.05,478.5,11.27,0.0,1.0,3.2,0.0,8.07,0.0,596.0,0.43,32.94,4.0,3,11.05
435,LILIANA MORING,GBR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8,0.0,1.0,4.1,0.0,6.7,0.0,448.5,10.4,0.0,1.0,3.6,0.0,6.8,0.0,618.0,11.7,0.0,1.0,3.2,0.0,8.5,0.0,553.0,0.67,32.900000000000006,3.0,3,10.97
157,CELINE KUSTERS,NED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7,0.0,1.0,4.6,0.0,4.1,0.0,653.5,11.47,0.0,1.0,4.3,0.0,7.17,0.0,414.5,12.73,0.0,1.0,4.2,0.0,8.53,0.0,249.0,2.06,32.900000000000006,3.0,3,10.97
21,ALEJANDRA ALVAREZ DIAZ,PUR,10.93,0.0,1.0,3.6,0.0,7.33,0.0,413.0,11.57,0.0,1.0,4.3,0.0,7.27,0.0,280.0,10.4,0.0,1.0,4.3,0.0,6.2,0.0,618.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,32.9,3.0,3,10.97
501,MARIA VILLEGAS,COL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.27,0.0,1.0,4.3,0.0,5.97,0.0,521.5,10.85,0.35,2.0,4.2,0.0,7.1,0.14,569.0,11.73,0.52,2.0,3.4,0.28,8.33,0.24,546.0,0.71,32.849999999999994,5.0,3,11.09
189,DANIELA HALOVA,CZE,10.35,0.0,1.0,2.5,0.0,7.85,0.0,490.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.45,0.0,1.0,3.9,0.0,6.55,0.0,611.5,12.02,0.25,2.0,3.4,0.28,8.62,0.04,477.0,0.95,32.81999999999999,4.0,3,11.21
303,HIU YING WONG,HKG,10.33,0.0,1.0,2.3,0.0,8.03,0.0,493.0,11.38,0.65,16.0,4.61,0.29,6.8,0.62,325.0,10.7,0.0,1.0,3.5,0.0,7.2,0.0,592.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,32.41,18.0,3,11.28
92,ARIANA PAOLA ARANIBAR RODRIGUEZ,BOL,3.23,0.0,1.0,1.0,0.0,6.23,0.0,651.0,8.4,0.0,1.0,3.7,0.0,4.7,0.0,662.0,9.73,0.0,1.0,3.2,0.0,6.53,0.0,652.0,11.0,0.0,1.0,3.2,0.0,7.8,0.0,607.0,3.41,32.36,4.0,4,8.09
71,ANGELISSA PONCE,CUB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.22,1.03,2.0,4.1,0.28,5.12,0.74,626.0,11.27,0.9,2.0,4.55,0.07,6.87,1.04,478.5,11.86,0.15,2.0,3.9,0.71,8.01,0.48,516.0,1.38,32.35,6.0,3,10.78
714,THI THANH PHUONG LE,VIE,9.47,0.0,1.0,2.1,0.0,7.37,0.0,577.0,11.23,0.0,1.0,4.5,0.0,6.73,0.0,359.0,11.63,0.0,1.0,4.3,0.0,7.43,0.0,378.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.15,32.330000000000005,3.0,3,10.78
327,JAVZANDOLGOR OCHIRSUKH,MGL,9.77,0.0,1.0,1.3,0.0,8.47,0.0,554.0,11.17,0.0,1.0,3.9,0.0,7.27,0.0,380.0,11.33,0.0,1.0,4.0,0.0,7.53,0.0,463.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,32.269999999999996,3.0,3,10.76
375,KATRIN PALICKA,AUT,11.27,0.0,1.0,4.8,0.0,6.47,0.0,368.0,8.93,0.0,1.0,3.9,0.0,5.03,0.0,641.5,12.0,0.0,1.0,4.4,0.0,7.6,0.0,271.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,32.2,3.0,3,10.73
26,ALEXANDRA SHAMETKO,KAZ,9.23,1.23,2.0,4.25,0.07,4.98,1.16,592.0,11.6,0.0,1.0,4.5,0.0,7.2,0.0,273.5,11.23,0.0,1.0,4.0,0.0,7.23,0.0,490.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.45,32.06,4.0,3,10.32
228,ELLIE GARGETT,GBR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.15,0.0,1.0,3.3,0.0,6.85,0.0,539.0,10.05,0.0,1.0,3.1,0.0,6.95,0.0,639.0,11.85,0.0,1.0,3.2,0.0,8.65,0.0,518.5,1.01,32.050000000000004,3.0,3,10.68
398,KONSTANTINA MARAGKOU,GRE,9.59,0.91,3.0,3.9,0.53,5.69,0.67,570.0,11.1,0.0,1.0,4.1,0.0,7.0,0.0,389.5,11.3,0.0,1.0,4.1,0.0,7.3,0.0,471.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09,31.99,5.0,3,10.23
277,GEFFEN DOR,ISR,9.47,0.71,2.0,3.85,0.49,5.62,1.2,577.0,11.03,0.66,5.0,4.52,0.11,6.51,0.69,407.0,11.33,0.34,3.0,4.3,0.1,7.06,0.36,464.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89,31.83,10.0,3,10.81
251,ERIN PINDER,BAR,5.52,2.81,2.0,1.95,0.07,5.57,0.05,646.0,7.13,0.47,2.0,3.0,0.57,4.13,1.04,679.0,8.69,0.48,2.0,2.65,0.64,6.19,0.06,671.0,10.3,0.0,1.0,3.2,0.0,7.1,0.0,617.0,2.13,31.639999999999997,7.0,4,7.57
605,RACHEL YEOH LI WEN,MAS,12.13,0.0,1.0,5.2,0.0,6.93,0.0,207.5,9.93,0.0,1.0,4.6,0.0,5.33,0.0,567.5,9.4,0.0,1.0,4.3,0.0,5.5,0.0,663.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.45,31.46,3.0,3,10.49
339,JESSICA WRIGHT,GBR,9.0,0.0,1.0,2.6,0.0,6.7,0.0,602.5,10.85,0.0,1.0,4.7,0.0,6.15,0.0,443.0,11.6,0.0,1.0,4.1,0.0,7.5,0.0,385.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.34,31.450000000000003,3.0,3,10.48
318,JAMIE LEIGH SURTEES,GBR,9.75,0.0,1.0,2.8,0.0,6.95,0.0,555.5,9.95,0.0,1.0,3.9,0.0,6.05,0.0,564.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.75,0.0,1.0,3.2,0.0,8.55,0.0,544.0,1.1,31.45,3.0,3,10.48
599,PRANATI DAS,IND,9.77,0.0,1.0,3.2,0.0,6.57,0.0,553.0,10.37,0.97,3.0,4.53,0.12,5.83,0.97,509.0,11.25,0.97,2.0,4.3,0.71,6.95,0.26,484.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,31.39,6.0,3,10.56
190,DANYELLA RICHARDS,JAM,9.9,0.0,1.0,2.8,0.0,7.1,0.0,543.0,10.25,0.0,1.0,4.4,0.0,5.85,0.0,526.5,11.15,0.0,1.0,4.1,0.0,7.05,0.0,513.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,31.299999999999997,3.0,3,10.43
543,NADA AWAD,EGY,10.8,0.0,1.0,4.5,0.0,6.3,0.0,433.5,10.43,0.0,1.0,4.4,0.0,6.03,0.0,498.0,9.9,0.0,1.0,4.2,0.0,6.3,0.0,645.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,31.130000000000003,3.0,3,10.38
75,ANNA GEMZA,POL,11.06,1.01,3.0,4.63,0.15,6.42,1.17,398.5,10.27,0.38,2.0,4.1,0.0,6.17,0.38,523.0,9.7,0.0,1.0,4.0,0.0,6.0,0.0,654.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,31.029999999999998,6.0,3,10.57
9,ADELINA RYLKO,BLR,12.13,0.57,2.0,4.45,0.07,7.68,0.64,207.5,8.8,0.0,1.0,4.6,0.0,4.2,0.0,647.5,9.97,0.0,1.0,4.3,0.0,5.67,0.0,643.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69,30.9,4.0,3,10.76
141,CARINA KROLL,AUT,8.47,0.0,1.0,4.0,0.0,4.47,0.0,619.0,10.17,0.0,1.0,4.3,0.0,5.87,0.0,536.0,12.17,0.0,1.0,4.3,0.0,7.87,0.0,215.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.85,30.810000000000002,3.0,3,10.27
715,THU THUY LE,VIE,10.77,0.0,1.0,3.5,0.0,7.27,0.0,439.5,9.0,0.0,1.0,4.2,0.0,4.9,0.0,639.0,10.2,0.0,1.0,3.6,0.0,6.6,0.0,631.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,29.97,3.0,3,9.99
646,SARA PROCHAZKOVA,CZE,8.45,0.0,1.0,4.1,0.0,4.35,0.0,620.0,11.3,0.0,1.0,4.1,0.0,7.2,0.0,343.0,10.2,0.0,1.0,4.0,0.0,6.2,0.0,631.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.44,29.95,3.0,3,9.98
740,VANESSA WONG,HKG,8.27,0.0,1.0,1.0,0.0,7.27,0.0,621.0,10.45,1.4,4.0,4.53,0.1,5.92,1.44,494.0,10.9,0.0,1.0,3.5,0.0,7.4,0.0,560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.44,29.619999999999997,6.0,3,10.16
136,CAMILLE NORMANN,DEN,10.27,0.0,1.0,2.2,0.0,8.07,0.0,503.0,10.17,0.0,1.0,3.9,0.0,6.37,0.0,536.0,9.13,0.0,1.0,3.8,0.0,5.33,0.0,666.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,29.57,3.0,3,9.86
661,SHANDY POH,SGP,9.95,0.0,1.0,2.1,0.0,7.85,0.0,537.0,9.2,0.0,1.0,4.0,0.0,5.2,0.0,627.5,10.3,0.0,1.0,4.1,0.0,6.3,0.0,624.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,29.45,3.0,3,9.82
751,VIOLET MANSER,GBR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.65,0.0,1.0,4.4,0.0,4.25,0.0,656.5,10.1,0.0,1.0,4.1,0.0,6.1,0.0,635.5,10.6,0.0,1.0,3.2,0.0,7.5,0.0,613.5,1.01,29.35,3.0,3,9.78
488,MAN CHING CASS LEE,HKG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.27,0.0,1.0,4.5,0.0,4.87,0.0,621.5,8.97,0.0,1.0,3.2,0.0,6.07,0.0,670.0,10.84,0.88,3.0,2.8,1.04,8.04,0.68,611.0,1.14,29.080000000000002,5.0,3,10.15
304,HO SUM TSANG,HKG,8.2,0.0,1.0,1.2,0.0,7.0,0.0,624.0,10.1,0.0,1.0,4.2,0.0,5.9,0.0,544.5,10.23,0.0,1.0,3.1,0.0,7.13,0.0,628.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.14,28.529999999999998,3.0,3,9.51
315,JACINTA BRACKLEY,GBR,9.1,0.0,1.0,3.3,0.0,5.8,0.0,600.0,9.15,0.0,1.0,4.7,0.0,4.45,0.0,629.0,10.25,0.0,1.0,3.6,0.0,6.65,0.0,627.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,28.5,3.0,3,9.5
773,YURISADAY MERCEDES NORIEGA,CUB,8.03,0.0,1.0,3.9,0.0,4.13,0.0,629.0,10.87,0.0,1.0,4.7,0.0,6.17,0.0,437.0,9.6,0.0,1.0,4.4,0.0,5.2,0.0,659.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.42,28.5,3.0,3,9.5
589,PAPIYA DAS,IND,8.9,0.0,1.0,3.1,0.0,5.8,0.0,606.0,10.33,0.0,1.0,3.8,0.0,6.53,0.0,511.5,9.1,0.0,1.0,3.7,0.0,5.4,0.0,667.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,28.33,3.0,3,9.44
160,CHARLIE MANZANO,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.07,0.0,1.0,3.5,0.0,5.57,0.0,636.0,8.03,0.0,1.0,2.6,0.0,5.43,0.0,675.0,10.97,1.51,2.0,2.7,1.56,8.32,0.12,610.0,1.7,28.07,4.0,3,9.76
630,SALMA HAMED,QAT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.73,0.0,1.0,3.5,0.0,4.23,0.0,671.5,8.63,0.0,1.0,2.7,0.0,5.93,0.0,672.0,11.18,0.35,2.0,3.4,0.28,7.93,0.42,602.5,1.78,27.54,4.0,3,9.68
698,SUNISA LEE,USA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.12,0.43,3.0,6.0,0.2,8.12,0.41,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.42,0.08,3.0,4.2,0.0,9.22,0.08,64.0,0.47,27.54,6.0,2,13.77
367,KARLA MARIE POLANCO VIDAL,DOM,10.03,0.0,1.0,1.8,0.0,8.23,0.0,528.0,7.97,0.0,1.0,3.7,0.0,4.37,0.0,669.0,9.33,0.0,1.0,3.4,0.0,5.93,0.0,664.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,27.33,3.0,3,9.11
567,NINA DERWAEL,BEL,14.7,0.0,2.0,6.3,0.0,8.4,0.0,2.0,12.57,0.0,1.0,5.4,0.0,7.17,0.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.23,27.27,3.0,2,13.99
285,GIORGIA VILLA,ITA,14.11,0.1,11.0,5.81,0.03,8.3,0.12,13.0,13.13,0.71,10.0,5.27,0.2,7.86,0.64,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,27.240000000000002,21.0,2,13.64
227,ELLIE BLACK,CAN,13.88,0.04,2.0,5.7,0.0,8.18,0.04,22.0,13.35,0.49,2.0,5.75,0.21,7.6,0.28,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,27.23,4.0,2,13.62
756,XINYI SUN,CHN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.1,0.0,1.0,6.2,0.0,7.9,0.0,6.0,13.0,0.0,1.0,5.4,0.0,7.6,0.0,50.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,27.1,2.0,2,13.55
707,TARA STEFANOVIC,SRB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.88,0.12,2.0,3.7,0.28,1.23,0.47,684.0,10.02,0.31,2.0,4.35,0.07,5.92,0.02,640.0,12.11,0.19,4.0,3.5,0.12,8.61,0.07,445.0,3.16,27.009999999999998,8.0,3,9.78
744,VERONICA MANDRIOTA,ITA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.93,0.0,1.0,4.8,0.0,8.13,0.0,61.5,13.7,0.0,1.0,4.6,0.0,9.1,0.0,40.0,0.54,26.63,2.0,2,13.32
521,MEOLIE JAUCH,GER,13.55,0.1,4.0,5.7,0.14,7.85,0.18,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.07,0.0,1.0,4.2,0.0,8.87,0.0,131.0,0.23,26.62,5.0,2,13.45
732,URARA ASHIKAWA,JPN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.81,0.4,5.0,5.76,0.17,8.05,0.24,12.0,12.67,0.0,1.0,4.5,0.0,8.17,0.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,26.48,6.0,2,13.62
111,AZUKI KOKUFUGATA,JPN,12.57,0.24,2.0,5.25,0.07,7.32,0.16,146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.6,0.05,2.0,5.2,0.0,8.4,0.05,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,26.17,4.0,2,13.08
49,ANA DEREK,CRO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.09,0.37,7.0,5.4,0.12,7.69,0.36,46.0,13.01,0.16,7.0,5.16,0.05,7.89,0.16,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,26.1,14.0,2,13.05
1,ABERDEEN O DRISCOLL,BEL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.83,0.0,1.0,5.0,0.0,7.83,0.0,85.0,13.13,0.0,1.0,4.2,0.0,8.93,0.0,112.0,0.21,25.96,2.0,2,12.98
622,RUI LUO,CHN,14.37,0.55,3.0,6.3,0.17,8.07,0.4,8.0,11.58,1.16,2.0,5.5,0.0,6.18,1.16,276.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.68,25.95,5.0,2,13.25
138,CAMRYN RICHARDSON,USA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.65,0.0,1.0,4.5,0.0,7.15,0.0,372.0,14.25,0.0,1.0,5.0,0.0,9.25,0.0,6.0,1.84,25.9,2.0,2,12.95
752,VLADISLAVA URAZOVA,RUS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.22,0.02,2.0,5.2,0.28,8.02,0.26,35.0,12.43,0.28,2.0,4.8,0.0,7.83,0.14,163.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,25.65,4.0,2,12.82
90,AOKA MORI,JPN,12.9,0.0,1.0,5.6,0.0,7.3,0.0,100.0,12.63,0.0,1.0,5.1,0.0,7.53,0.0,95.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,25.53,2.0,2,12.76
499,MARIA MINAEVA,RUS,12.95,0.59,2.0,5.9,0.0,7.05,0.59,90.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.58,0.12,2.0,4.8,0.0,7.83,0.05,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,25.53,4.0,2,12.76
156,CELIA SERBER,FRA,13.42,0.11,2.0,5.2,0.0,8.23,0.11,52.0,12.05,1.56,2.0,5.0,0.0,7.05,1.56,184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,25.47,4.0,2,12.74
242,EMMA MALABUYO,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.23,0.09,2.0,4.4,0.0,7.83,0.09,153.0,13.1,0.09,2.0,4.9,0.0,8.2,0.09,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,25.33,4.0,2,12.66
364,KARINA SCHONMAIER,GE1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.15,0.0,1.0,4.8,0.0,7.35,0.0,218.5,13.15,0.35,2.0,4.0,0.28,9.15,0.07,107.0,0.63,25.3,3.0,2,12.82
180,CINTHIA RUIZ RODRIGUEZ,MEX,12.83,0.0,1.0,5.4,0.0,7.43,0.0,113.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.38,0.48,3.0,4.53,0.12,7.91,0.54,370.0,0.45,25.21,4.0,2,12.49
271,FREDERIQUE SGARBOSSA,CAN,12.1,0.0,1.0,4.6,0.0,7.5,0.0,213.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.03,0.0,1.0,4.2,0.0,8.93,0.0,138.5,0.66,25.13,2.0,2,12.56
492,MARA SLIPPENS,NED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.95,0.0,1.0,5.2,0.0,6.75,0.0,199.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.99,0.34,4.0,4.1,0.12,8.91,0.19,154.0,0.55,24.939999999999998,5.0,2,12.78
215,ELISA HAMMERLE,AUT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.19,2.0,4.7,0.0,7.85,0.12,116.0,12.35,0.26,2.0,4.55,0.21,7.85,0.12,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,24.85,4.0,2,12.42
295,HANNA SZUJO,HUN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.52,0.02,2.0,4.6,0.14,7.92,0.12,143.5,12.17,0.57,2.0,3.4,0.28,8.77,0.28,434.5,0.38,24.689999999999998,4.0,2,12.34
352,JULIE ERICHSEN,NOR,12.35,0.38,5.0,5.06,0.13,7.29,0.44,172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.08,0.6,8.0,3.68,0.34,8.41,0.45,460.0,0.53,24.43,13.0,2,12.18
346,JOSIANY SILVA,BRA,12.75,0.0,1.0,4.9,0.0,7.85,0.0,122.5,11.65,0.0,1.0,4.8,0.0,6.85,0.0,267.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,24.4,2.0,2,12.2
711,TEJA BELAK,SLO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.3,0.57,2.0,4.45,0.35,6.85,0.21,343.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.09,0.79,24.0,4.58,0.41,8.56,0.58,121.0,0.91,24.39,26.0,2,12.95
617,ROSE WOO,CAN,12.17,0.0,1.0,5.0,0.0,7.17,0.0,201.0,12.2,0.0,1.0,5.2,0.0,7.0,0.0,156.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,24.369999999999997,2.0,2,12.18
162,CHARLIZE MORZ,AUT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.8,0.0,1.0,5.1,0.0,6.7,0.0,332.5,12.55,0.42,2.0,4.0,0.57,8.55,0.14,318.5,0.53,24.35,3.0,2,12.3
669,SHIZUKU SONEZAKI,JPN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.83,0.0,1.0,4.4,0.0,7.53,0.0,325.5,12.42,0.83,2.0,3.8,0.57,8.62,0.26,357.5,0.67,24.25,3.0,2,12.22
750,VIOLA PIERAZZINI,ITA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.75,0.16,2.0,5.5,0.0,7.25,0.16,78.0,11.47,0.0,1.0,4.8,0.0,6.67,0.0,414.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,24.22,3.0,2,12.32
98,ARUNA BUDDA REDDY,IND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.4,0.0,1.0,3.0,0.0,8.4,0.0,440.0,12.78,0.21,2.0,4.2,0.28,8.58,0.07,237.0,0.81,24.18,3.0,2,12.32
753,WIKTORIA LOPUSZANSKA,POL,11.58,0.46,2.0,4.1,0.0,7.48,0.46,327.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.59,0.35,10.0,3.82,0.22,8.8,0.14,307.0,0.53,24.17,12.0,2,12.42
486,MALVA LUNDQVIST WINGREN,SWE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.83,0.0,1.0,4.1,0.0,7.73,0.0,325.5,12.33,0.0,1.0,3.8,0.0,8.53,0.0,382.5,0.35,24.16,2.0,2,12.08
182,CLAUDIA FRAGAPANE,GBR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.65,0.0,1.0,4.6,0.0,7.05,0.0,267.0,12.45,0.0,1.0,5.2,0.0,7.25,0.0,159.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,24.1,2.0,2,12.05
660,SHADE VAN OORSCHOT,NED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.58,0.87,2.0,4.7,0.28,6.88,1.16,277.0,12.46,0.15,2.0,4.85,0.35,7.66,0.27,157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,24.04,4.0,2,12.02
651,SARAI RODRIGUEZ GARCIA,CUB,4.9,0.0,1.0,1.3,0.0,3.6,0.0,650.0,9.47,0.0,1.0,4.0,0.0,5.47,0.0,608.0,9.63,0.0,1.0,3.6,0.0,6.43,0.0,657.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.69,24.0,3.0,3,8.0
462,LUISA GOMES MAIA,BRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.18,2.0,4.9,0.14,7.1,1.04,271.0,12.0,0.0,1.0,4.2,0.0,8.1,0.0,483.5,0.83,24.0,3.0,2,12.0
721,TJASA KYSSELEF,SLO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.79,0.76,8.0,4.19,0.46,6.65,0.51,452.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.01,0.4,27.0,4.36,0.25,8.66,0.28,143.0,1.07,23.799999999999997,35.0,2,12.5
